Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
Bugs Bunny & Taz: Time Busters,PS,2000.0,Adventure,0.11,0.08,0.0,0.01,,,
Bugs Bunny: Lost in Time,PS,1999.0,Platform,0.22,0.15,0.0,0.03,,,
Build 'n Race,Wii,2009.0,Racing,0.08,0.0,0.0,0.01,,tbd,E
Build-A-Bear Workshop,DS,2007.0,Simulation,0.85,0.01,0.0,0.07,61.0,4.8,E
Build-A-Bear Workshop: A Friend Fur All Seasons,Wii,2008.0,Simulation,0.33,0.0,0.0,0.03,,tbd,E
Build-A-Bear Workshop: Friendship Valley,Wii,,Misc,0.06,0.0,0.0,0.0,,tbd,E
Build-A-Bear Workshop: Welcome to Hugsville,DS,2010.0,Misc,0.14,0.0,0.0,0.01,,tbd,E
Builder's Block,PS,1999.0,Strategy,0.01,0.0,0.0,0.0,,,
Bujingai: The Forsaken City,PS2,2003.0,Fighting,0.05,0.04,0.0,0.01,72.0,7.5,T
Bullet Girls,PSV,2014.0,Action,0.0,0.0,0.06,0.0,,,
Bullet Girls 2,PSV,2016.0,Action,0.0,0.0,0.04,0.0,,,
Bullet Soul: Tama Tamashii,X360,2011.0,Shooter,0.0,0.0,0.01,0.0,,,
Bullet Witch,X360,2006.0,Shooter,0.07,0.01,0.02,0.01,55.0,6.1,M
Bulletstorm,X360,2011.0,Shooter,0.61,0.32,0.01,0.08,84.0,7.6,M
Bulletstorm,PS3,2011.0,Shooter,0.23,0.2,0.01,0.08,83.0,7.7,M
Bulletstorm,PC,2011.0,Shooter,0.07,0.07,0.0,0.02,82.0,7.7,M
Bully,PS2,2006.0,Action,0.75,0.03,0.04,0.12,87.0,9.1,T
Bully: Scholarship Edition,X360,2008.0,Action,0.53,0.4,0.03,0.11,80.0,8.3,T
Bully: Scholarship Edition,Wii,2008.0,Action,0.17,0.28,0.0,0.06,83.0,8.4,T
Bully: Scholarship Edition,PC,2008.0,Action,0.0,0.02,0.0,0.0,72.0,7.5,T
Bump 'n' Jump,2600,1982.0,Racing,0.37,0.02,0.0,0.0,,,
Bunmei Haruka: Aoiza Ibunroku,PSP,2011.0,Action,0.0,0.0,0.02,0.0,,,
Bunmei Kaika: Aoiza Ibunroku Saien,PSP,2012.0,Action,0.0,0.0,0.01,0.0,,,
Burger Island,DS,2008.0,Action,0.15,0.0,0.0,0.01,,tbd,E
Burger Island,Wii,2009.0,Action,0.14,0.0,0.0,0.01,,tbd,E
BurgerTime,2600,1981.0,Puzzle,0.55,0.03,0.0,0.01,,,
Burning Rangers,SAT,1998.0,Platform,0.0,0.0,0.06,0.0,,,
Burning Road,PS,1996.0,Racing,0.07,0.05,0.0,0.01,,,
Burnout,XB,2002.0,Racing,0.09,0.03,0.0,0.0,75.0,6.6,E
Burnout,PS2,2001.0,Racing,0.36,0.28,0.0,0.1,79.0,7.7,E
Burnout,GC,2002.0,Racing,0.23,0.06,0.0,0.01,78.0,7.9,E
Burnout 2: Point of Impact,XB,2003.0,Racing,0.18,0.05,0.0,0.01,88.0,5.1,E
Burnout 2: Point of Impact,PS2,2002.0,Racing,0.42,0.32,0.0,0.11,86.0,8.2,E
Burnout 2: Point of Impact,GC,2003.0,Racing,0.12,0.03,0.0,0.0,89.0,8.5,E
Burnout 3: Takedown,PS2,2004.0,Racing,1.23,1.11,0.0,0.34,93.0,9.1,T
Burnout 3: Takedown,XB,2004.0,Racing,0.84,0.43,0.0,0.04,94.0,7.2,T
Burnout Dominator,PSP,2007.0,Racing,0.02,0.38,0.01,0.05,76.0,8.2,E10+
Burnout Legends,DS,2005.0,Racing,0.15,0.02,0.0,0.01,38.0,6,E
Burnout Legends,PSP,2005.0,Racing,0.7,0.05,0.0,0.08,86.0,8.4,E10+
Burnout Paradise,PS3,2008.0,Racing,01.01,0.62,0.02,0.29,87.0,7.7,E10+
Burnout Paradise,X360,2008.0,Racing,0.63,0.57,0.01,0.14,88.0,6.9,E10+
Burnout Paradise: The Ultimate Box,PC,2009.0,Racing,0.0,0.08,0.0,0.01,87.0,7.5,E10+
Burnout Paradise: The Ultimate Box,PS3,2009.0,Racing,0.0,0.05,0.01,0.01,,,
Burnout Paradise: The Ultimate Box,X360,2009.0,Racing,0.0,0.03,0.0,0.0,,,
Burnout Revenge,X360,2006.0,Racing,0.42,0.04,0.0,0.04,89.0,8.1,E10+
Burnout Revenge,XB,2005.0,Racing,0.32,0.19,0.0,0.01,89.0,8.4,E10+
Burnout Revenge,PS2,2005.0,Racing,0.75,0.03,0.0,0.12,90.0,8.8,E10+
Burstrick: Wake Boarding!!,PS,2000.0,Sports,0.15,0.1,0.0,0.02,,,
Bus Simulator 16,PC,2016.0,Simulation,0.0,0.03,0.0,0.0,46.0,6.1,
Bushido Blade,PS,1997.0,Fighting,0.39,0.27,0.43,0.08,83.0,7.9,T
Bushido Blade 2,PS,1998.0,Fighting,0.25,0.17,0.22,0.04,,,
Busou Renkin: Youkoso Papillon Park e,PS2,2007.0,Action,0.0,0.0,0.02,0.0,,,
Busou Shinki: Battle Masters,PSP,2010.0,Action,0.0,0.0,0.07,0.0,,,
Busou Shinki: Battle Masters Mk. 2,PSP,2011.0,Action,0.0,0.0,0.11,0.0,,,
Bust A Groove,PS,1998.0,Misc,0.09,0.06,0.35,0.04,,,
Bust A Groove 2,PS,1999.0,Misc,0.04,0.03,0.18,0.02,66.0,8.9,E
Bust-A-Bloc,PS2,2002.0,Puzzle,0.0,0.0,0.05,0.0,,,
Bust-A-Move,3DO,1994.0,Puzzle,0.0,0.0,0.02,0.0,,,
Bust-A-Move '99,PS,1997.0,Puzzle,0.18,0.12,0.0,0.02,,,
Bust-A-Move '99,N64,1998.0,Puzzle,0.05,0.01,0.0,0.0,,,
Bust-A-Move 2 Arcade Edition,PS,1995.0,Puzzle,0.11,0.07,0.0,0.01,,,
Bust-A-Move 2 Arcade Edition,N64,1997.0,Puzzle,0.06,0.02,0.0,0.0,,,
Bust-A-Move 3000,GC,2003.0,Puzzle,0.01,0.0,0.0,0.0,53.0,tbd,E
Bust-A-Move 4,PS,1998.0,Puzzle,0.12,0.08,0.0,0.01,,,
Bust-A-Move Bash!,Wii,2007.0,Puzzle,0.13,0.01,0.0,0.01,,,
Bust-A-Move Deluxe,PSP,2006.0,Puzzle,0.13,0.0,0.0,0.01,67.0,tbd,E
Bust-A-Move DS,DS,2005.0,Puzzle,0.08,0.02,0.0,0.01,75.0,7,E
Bust-A-Move Universe,3DS,2011.0,Puzzle,0.08,0.15,0.06,0.03,49.0,4.8,E
Buster Bros. Collection,PS,1997.0,Puzzle,0.04,0.03,0.0,0.0,,,
Busy Scissors,Wii,2010.0,Simulation,0.08,0.0,0.0,0.01,,tbd,E
Busy Scissors,DS,2010.0,Simulation,0.06,0.0,0.0,0.0,,tbd,E
Butt Ugly Martians: B.K.M. Battles,GBA,2002.0,Action,0.18,0.07,0.0,0.0,63.0,tbd,E
Butt-Ugly Martians: Zoom or Doom!,PS2,2002.0,Racing,0.01,0.01,0.0,0.0,,,
Buzz Lightyear of Star Command,PS,2000.0,Platform,0.35,0.24,0.0,0.04,54.0,5.3,E
Buzz! Brain of the UK,PS3,2009.0,Misc,0.0,0.15,0.0,0.01,,,
Buzz! Junior: Jungle Party,PS2,2006.0,Misc,0.2,0.16,0.0,0.05,,,
Buzz! Junior: RoboJam,PS2,2007.0,Misc,0.11,0.09,0.0,0.03,,,
Buzz! Master Quiz,PSP,2008.0,Misc,0.2,0.44,0.0,0.23,,,
Buzz! Quiz TV,PS3,2008.0,Misc,0.28,0.47,0.0,0.13,,,
Buzz! Quiz World,PS3,2009.0,Misc,0.16,0.57,0.0,0.19,,,
Buzz! The BIG Quiz,PS2,2006.0,Misc,0.0,1.1,0.0,0.39,,,
Buzz! The Hollywood Quiz,PS2,2007.0,Misc,0.17,0.0,0.0,0.61,,,
Buzz! The Mega Quiz,PS2,2007.0,Misc,0.32,0.06,0.0,0.5,,,
Buzz! The Music Quiz,PS2,2005.0,Misc,0.0,1.18,0.0,0.43,,,
Buzz! The Schools Quiz,PS2,2008.0,Misc,0.0,0.02,0.0,0.19,,,
Buzz! The Ultimate Music Quiz,PS3,2010.0,Misc,0.0,0.25,0.0,0.08,,,
C: The Contra Adventure,PS,1998.0,Shooter,0.04,0.02,0.0,0.0,,,
C.O.P.: The Recruit,DS,2009.0,Action,0.05,0.02,0.0,0.01,55.0,7.5,T
C.O.R.E.,DS,2009.0,Shooter,0.03,0.0,0.0,0.0,44.0,6.9,M
Cabbage Patch Kids: The Patch Puppy Rescue,GBA,2007.0,Misc,0.01,0.0,0.0,0.0,,,
Cabela's Adventure Camp,Wii,2011.0,Misc,0.14,0.02,0.0,0.02,,tbd,E
Cabela's Adventure Camp,PS3,2011.0,Misc,0.06,0.03,0.0,0.02,,tbd,E
Cabela's Adventure Camp,X360,2011.0,Misc,0.07,0.02,0.0,0.01,,tbd,E
Cabela's African Safari,X360,2006.0,Sports,0.13,0.0,0.0,0.01,53.0,5,T
Cabela's African Safari,PSP,2006.0,Sports,0.04,0.0,0.0,0.0,,tbd,T
Cabela's Alaskan Adventure,X360,2006.0,Sports,0.12,0.0,0.0,0.01,48.0,5.6,T
Cabela's Alaskan Adventure,PS2,,Sports,0.01,0.01,0.0,0.0,,,
Cabela's Big Game Hunter,PS2,2002.0,Sports,0.7,0.54,0.0,0.18,59.0,7.8,T
Cabela's Big Game Hunter,GBA,2002.0,Sports,0.07,0.02,0.0,0.0,,,
Cabela's Big Game Hunter (2008),Wii,2007.0,Sports,0.58,0.0,0.0,0.05,,tbd,T
Cabela's Big Game Hunter (2008),PS2,2007.0,Sports,0.1,0.08,0.0,0.03,,tbd,T
Cabela's Big Game Hunter (2008),X360,2007.0,Sports,0.06,0.0,0.0,0.0,51.0,tbd,T
Cabela's Big Game Hunter 2005 Adventures,XB,2004.0,Sports,0.13,0.04,0.0,0.01,65.0,8.3,T
Cabela's Big Game Hunter 2005 Adventures,PS2,2004.0,Sports,0.28,0.21,0.0,0.07,55.0,8.4,T
Cabela's Big Game Hunter 2005 Adventures,GC,2004.0,Sports,0.05,0.01,0.0,0.0,,8.8,T
Cabela's Big Game Hunter 2005 Adventures,GBA,2004.0,Sports,0.04,0.01,0.0,0.0,,,
Cabela's Big Game Hunter 2010,PS3,2009.0,Sports,0.37,0.0,0.0,0.03,,5,T
Cabela's Big Game Hunter 2010,X360,2009.0,Sports,0.25,0.0,0.0,0.02,,5.6,T
Cabela's Big Game Hunter 2010,Wii,2009.0,Sports,1.58,0.0,0.0,0.12,,7.8,T
Cabela's Big Game Hunter 2012,Wii,2011.0,Sports,0.33,0.02,0.0,0.02,,tbd,T
Cabela's Big Game Hunter 2012,X360,2011.0,Sports,0.24,0.02,0.0,0.02,,tbd,T
Cabela's Big Game Hunter 2012,PS3,2011.0,Sports,0.17,0.03,0.0,0.03,,tbd,T
Cabela's Big Game Hunter: Hunting Party,X360,2011.0,Sports,0.16,0.0,0.0,0.02,,5,
Cabela's Big Game Hunter: Pro Hunts,X360,2014.0,Shooter,0.02,0.0,0.0,0.0,,7.3,T
Cabela's Big Game Hunter: Pro Hunts,PS3,2014.0,Shooter,0.03,0.0,0.0,0.01,,5.9,T
Cabela's Big Game Hunter: Pro Hunts,WiiU,2014.0,Shooter,0.02,0.0,0.0,0.0,,tbd,T
Cabela's Big Game Hunter: Ultimate Challenge,PS,2001.0,Sports,0.12,0.08,0.0,0.01,,,
Cabela's Dangerous Hunts,XB,2003.0,Sports,0.26,0.08,0.0,0.01,,9.1,T
Cabela's Dangerous Hunts,PS2,2003.0,Sports,0.57,0.45,0.0,0.15,57.0,8.4,T
Cabela's Dangerous Hunts 2,PS2,2005.0,Sports,0.19,0.15,0.0,0.05,,5.6,T
Cabela's Dangerous Hunts 2,XB,2005.0,Sports,0.08,0.02,0.0,0.0,63.0,tbd,T
Cabela's Dangerous Hunts 2,GC,2005.0,Sports,0.03,0.01,0.0,0.0,,tbd,T
Cabela's Dangerous Hunts 2009,PS2,2008.0,Sports,0.09,0.07,0.0,0.02,,9.2,T
Cabela's Dangerous Hunts 2009,Wii,2008.0,Sports,0.35,0.0,0.0,0.03,,4.5,T
Cabela's Dangerous Hunts 2009,PS3,2008.0,Sports,0.12,0.0,0.0,0.01,39.0,1.8,T
Cabela's Dangerous Hunts 2009,X360,2008.0,Sports,0.12,0.0,0.0,0.01,42.0,tbd,T
Cabela's Dangerous Hunts 2011,PS3,2010.0,Sports,0.26,0.04,0.0,0.03,60.0,5.4,T
Cabela's Dangerous Hunts 2011,Wii,2010.0,Sports,0.52,0.02,0.0,0.04,,tbd,T
Cabela's Dangerous Hunts 2011,X360,2010.0,Sports,0.28,0.01,0.0,0.02,55.0,tbd,T
Cabela's Dangerous Hunts 2011,DS,2010.0,Sports,0.11,0.0,0.0,0.01,,tbd,T
Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006.0,Sports,0.06,0.0,0.0,0.0,,4,T
Cabela's Deer Hunt 2005 Season,XB,2004.0,Sports,0.09,0.02,0.0,0.0,59.0,7.5,T
Cabela's Deer Hunt 2005 Season,PS2,2004.0,Sports,0.18,0.14,0.0,0.05,,8.7,T
Cabela's Deer Hunt: 2004 Season,PS2,2003.0,Sports,0.37,0.29,0.0,0.1,,9,T
Cabela's Deer Hunt: 2004 Season,XB,2003.0,Sports,0.16,0.05,0.0,0.01,65.0,8.4,T
Cabela's Legendary Adventures,PS2,2008.0,Sports,0.21,0.16,0.0,0.05,,tbd,T
Cabela's Legendary Adventures,Wii,2008.0,Sports,0.16,0.0,0.0,0.01,,tbd,T
Cabela's Legendary Adventures,PSP,2008.0,Sports,0.16,0.0,0.0,0.02,,tbd,T
Cabela's Monster Buck Hunter,Wii,2010.0,Sports,0.57,0.0,0.0,0.03,,tbd,T
Cabela's North American Adventures,X360,2010.0,Sports,0.1,0.0,0.0,0.01,51.0,9,T
Cabela's North American Adventures,PSP,2010.0,Sports,0.09,0.0,0.0,0.01,,7.8,T
Cabela's North American Adventures,Wii,2010.0,Sports,0.19,0.0,0.0,0.01,,tbd,T
Cabela's North American Adventures,PS3,2010.0,Sports,0.11,0.0,0.0,0.01,,tbd,T
Cabela's North American Adventures,PS2,2010.0,Sports,0.04,0.03,0.0,0.01,,tbd,T
Cabela's Outdoor Adventures,GC,2005.0,Sports,0.03,0.01,0.0,0.0,,8.8,T
Cabela's Outdoor Adventures,XB,2005.0,Sports,0.08,0.02,0.0,0.0,,tbd,T
Cabela's Outdoor Adventures (2006),PS2,2005.0,Sports,0.17,0.14,0.0,0.05,,8.9,T
Cabela's Outdoor Adventures (2009),PS2,2009.0,Sports,0.07,0.05,0.0,0.02,,6.6,T
Cabela's Outdoor Adventures (2009),Wii,2009.0,Sports,0.28,0.0,0.0,0.02,,7.8,T
Cabela's Outdoor Adventures (2009),X360,2009.0,Sports,0.23,0.0,0.0,0.02,,7.8,T
Cabela's Outdoor Adventures (2009),PS3,2009.0,Sports,0.21,0.0,0.0,0.02,,tbd,T
Cabela's Survival: Shadows of Katmai,Wii,2011.0,Sports,0.14,0.04,0.0,0.01,,8,T
Cabela's Survival: Shadows of Katmai,PS3,2011.0,Sports,0.11,0.05,0.0,0.02,,7.4,T
Cabela's Survival: Shadows of Katmai,X360,2011.0,Sports,0.14,0.03,0.0,0.01,,3.5,T
Cabela's Trophy Bucks,X360,2007.0,Sports,0.04,0.0,0.0,0.0,39.0,3,T
Cabela's Trophy Bucks,Wii,2008.0,Sports,0.06,0.0,0.0,0.0,,6,T
Cabela's Trophy Bucks,PS2,2007.0,Sports,0.13,0.11,0.0,0.04,,tbd,T
Caesar III,PC,1998.0,Strategy,0.0,0.03,0.0,0.0,,8.7,E
Caesar IV,PC,2006.0,Strategy,0.0,0.03,0.0,0.01,74.0,7.6,E10+
Caesars Palace 2000: Millennium Gold Edition,PS,2000.0,Misc,0.43,0.29,0.0,0.05,,,
Caesars Palace Advance: Millennium Gold Edition,GBA,2001.0,Misc,0.05,0.02,0.0,0.0,,,
Caesars Palace II,PS,1998.0,Misc,0.14,0.09,0.0,0.02,,,
Cake Mania,DS,2007.0,Puzzle,0.09,0.01,0.0,0.01,55.0,6.1,E
Cake Mania 2: Jill's Next Adventure!,DS,2008.0,Puzzle,0.24,0.0,0.0,0.02,,,
Cake Mania 3,DS,2009.0,Simulation,0.13,0.0,0.0,0.01,,tbd,E
Cake Mania: Baker's Challenge,PSP,2008.0,Puzzle,0.03,0.0,0.0,0.0,,tbd,E
Cake Mania: Baker's Challenge,PS2,2008.0,Puzzle,0.01,0.01,0.0,0.0,,tbd,E
Cake Mania: In The Mix!,Wii,2008.0,Puzzle,0.14,0.0,0.0,0.01,,,
Cake Mania: Main Street,DS,2011.0,Simulation,0.08,0.0,0.0,0.01,,tbd,E10+
Caladrius,X360,2013.0,Shooter,0.0,0.0,0.01,0.0,,tbd,T
Calcio Bit,GBA,2006.0,Sports,0.0,0.0,0.03,0.0,,,
California Speed,N64,1999.0,Misc,0.13,0.03,0.0,0.0,,,
Caligula,PSV,2016.0,Role-Playing,0.0,0.0,0.06,0.0,,,
Call of Cthulhu: Dark Corners of the Earth,XB,2005.0,Adventure,0.05,0.01,0.0,0.0,77.0,8.1,M
Call of Duty 2,X360,2005.0,Shooter,1.82,0.04,0.01,0.16,89.0,8.1,T
Call of Duty 2,PC,2005.0,Shooter,0.0,0.05,0.0,0.01,86.0,8.4,T
Call Of Duty 2: Big Red One,XB,2005.0,Shooter,0.66,0.4,0.0,0.05,78.0,5.1,T
Call Of Duty 2: Big Red One,PS2,2005.0,Shooter,1.48,0.92,0.01,0.26,77.0,8.2,T
Call Of Duty 2: Big Red One,GC,2005.0,Shooter,0.25,0.07,0.0,0.01,76.0,7.9,T
Call of Duty 3,PS2,2006.0,Shooter,0.89,0.03,0.0,0.15,82.0,7.4,T
Call of Duty 3,X360,2006.0,Shooter,1.49,0.92,0.02,0.27,82.0,6.5,T
Call of Duty 3,Wii,,Shooter,1.17,0.84,0.0,0.23,69.0,6.7,T
Call of Duty 3,PS3,2006.0,Shooter,0.6,0.62,0.03,0.26,80.0,6.9,T
Call of Duty 4: Modern Warfare,X360,2007.0,Shooter,5.93,2.36,0.13,0.9,94.0,8.4,M
Call of Duty 4: Modern Warfare,PS3,2007.0,Shooter,3.11,2.26,0.28,01.03,94.0,8.4,M
Call of Duty 4: Modern Warfare,PC,2007.0,Shooter,0.0,1.12,0.0,0.03,92.0,8.5,M
Call of Duty 4: Modern Warfare,DS,2007.0,Shooter,0.95,0.01,0.01,0.08,75.0,6.9,T
Call of Duty Black Ops: Declassified,PSV,2012.0,Action,0.71,0.43,0.07,0.26,33.0,4.8,M
Call of Duty: Advanced Warfare,XOne,2014.0,Shooter,3.22,1.55,0.01,0.48,81.0,5.4,M
Call of Duty: Advanced Warfare,PC,2014.0,Shooter,0.15,0.23,0.0,0.03,78.0,4.5,M
Call of Duty: Advanced Warfare,PS4,2014.0,Shooter,2.81,3.48,0.14,1.23,83.0,5.7,M
Call of Duty: Advanced Warfare,PS3,2014.0,Shooter,1.56,1.93,0.19,0.68,,4.8,M
Call of Duty: Advanced Warfare,X360,2014.0,Shooter,2.77,1.11,0.0,0.4,,4.9,M
Call of Duty: Black Ops,DS,2010.0,Shooter,0.5,0.04,0.0,0.04,74.0,6,T
Call of Duty: Black Ops,PC,,Shooter,0.58,0.81,0.0,0.23,81.0,5.2,M
Call of Duty: Black Ops,X360,2010.0,Shooter,9.7,3.68,0.11,1.13,87.0,6.3,M
Call of Duty: Black Ops,PS3,2010.0,Shooter,5.99,4.37,0.48,1.79,88.0,6.4,M
Call of Duty: Black Ops,Wii,2010.0,Shooter,0.8,0.45,0.0,0.12,80.0,5.8,M
Call of Duty: Black Ops 3,PS4,2015.0,Shooter,06.03,5.86,0.36,2.38,,,
Call of Duty: Black Ops 3,XOne,2015.0,Shooter,4.59,2.11,0.01,0.68,,,
Call of Duty: Black Ops 3,X360,2015.0,Shooter,1.14,0.4,0.0,0.16,,,
Call of Duty: Black Ops 3,PS3,2015.0,Shooter,0.49,0.87,0.07,0.26,,,
Call of Duty: Black Ops 3,PC,2015.0,Shooter,0.0,0.25,0.0,0.01,,,
Call of Duty: Black Ops II,PC,2012.0,Shooter,0.64,0.69,0.0,0.19,74.0,4.2,M
Call of Duty: Black Ops II,PS3,2012.0,Shooter,4.99,5.73,0.65,2.42,83.0,5.3,M
Call of Duty: Black Ops II,X360,2012.0,Shooter,8.25,4.24,0.07,1.12,83.0,4.8,M
Call of Duty: Black Ops II,WiiU,2012.0,Shooter,0.2,0.18,0.0,0.03,81.0,6.9,M
Call of Duty: Finest Hour,PS2,2004.0,Shooter,1.51,1.12,0.01,0.24,76.0,7.7,T
Call of Duty: Finest Hour,XB,2004.0,Shooter,0.78,0.4,0.0,0.04,73.0,7.8,T
Call of Duty: Finest Hour,GC,2004.0,Shooter,0.31,0.08,0.0,0.01,74.0,8.9,T
Call of Duty: Ghosts,XOne,2013.0,Shooter,1.88,0.77,0.0,0.27,78.0,4.3,M
Call of Duty: Ghosts,WiiU,2013.0,Shooter,0.22,0.09,0.01,0.03,69.0,3.4,M
Call of Duty: Ghosts,X360,2013.0,Shooter,6.73,2.56,0.04,0.91,73.0,2.6,M
Call of Duty: Ghosts,PS3,2013.0,Shooter,4.1,3.63,0.38,1.25,71.0,2.6,M
Call of Duty: Ghosts,PS4,2013.0,Shooter,1.78,1.43,0.05,0.57,78.0,3.7,M
Call of Duty: Ghosts,PC,2013.0,Shooter,0.23,0.41,0.0,0.05,,,
Call of Duty: Infinite Warfare,PC,2016.0,Shooter,0.04,0.08,0.0,0.01,73.0,3,M
Call of Duty: Infinite Warfare,XOne,2016.0,Shooter,1.46,0.74,0.0,0.22,78.0,3.1,M
Call of Duty: Infinite Warfare,PS4,2016.0,Shooter,1.61,2.0,0.15,0.71,77.0,3.4,M
Call of Duty: Modern Warfare 2,PC,2009.0,Shooter,0.01,0.79,0.0,0.09,86.0,4.2,M
Call of Duty: Modern Warfare 2,X360,2009.0,Shooter,8.52,3.59,0.08,1.28,94.0,6.3,M
Call of Duty: Modern Warfare 2,PS3,2009.0,Shooter,4.99,3.64,0.38,1.6,94.0,6.3,M
Call of Duty: Modern Warfare 3,PS3,2011.0,Shooter,5.54,5.73,0.49,1.57,88.0,3.2,M
Call of Duty: Modern Warfare 3,X360,2011.0,Shooter,09.04,4.24,0.13,1.32,88.0,3.4,M
Call of Duty: Modern Warfare 3,PC,2011.0,Shooter,0.41,0.98,0.0,0.32,78.0,2.5,M
Call of Duty: Modern Warfare 3,Wii,2011.0,Shooter,0.55,0.2,0.0,0.08,70.0,1.8,M
Call of Duty: Modern Warfare 3: Defiance,DS,2011.0,Shooter,0.19,0.04,0.0,0.02,,,
Call of Duty: Modern Warfare Trilogy,PS3,2016.0,Shooter,0.01,0.01,0.0,0.0,,7,M
Call of Duty: Modern Warfare Trilogy,X360,2016.0,Shooter,0.02,0.02,0.0,0.0,,tbd,M
Call of Duty: Modern Warfare: Mobilized,DS,2009.0,Shooter,0.36,0.02,0.0,0.03,,,
Call of Duty: Modern Warfare: Reflex Edition,Wii,2009.0,Shooter,0.94,0.43,0.0,0.14,,,
Call of Duty: Roads to Victory,PSP,2007.0,Shooter,0.52,01.02,0.0,0.59,64.0,7.5,T
Call of Duty: The War Collection,X360,2010.0,Shooter,0.05,0.0,0.0,0.0,,tbd,M
Call of Duty: World at War,PC,2008.0,Shooter,0.02,0.14,0.0,0.03,83.0,7.5,M
Call of Duty: World at War,X360,2008.0,Shooter,4.81,1.88,0.0,0.69,84.0,7.6,M
Call of Duty: World at War,PS3,2008.0,Shooter,2.73,1.83,0.0,0.83,85.0,7.6,M
Call of Duty: World at War,Wii,2008.0,Shooter,1.17,0.58,0.0,0.18,83.0,7.6,M
Call of Duty: World at War,DS,2008.0,Shooter,0.56,0.25,0.0,0.08,75.0,7.8,T
Call of Duty: World at War Final Fronts,PS2,2008.0,Shooter,0.61,0.18,0.0,0.94,,,
Call of Juarez,PC,2006.0,Shooter,0.0,0.01,0.0,0.0,72.0,7.8,M
Call of Juarez,X360,2007.0,Shooter,0.14,0.02,0.0,0.01,71.0,6.9,M
Call of Juarez: Bound in Blood,PC,2009.0,Shooter,0.0,0.03,0.0,0.0,78.0,8,M
Call of Juarez: Bound in Blood,X360,2009.0,Shooter,0.3,0.24,0.0,0.06,77.0,7.6,M
Call of Juarez: Bound in Blood,PS3,2009.0,Shooter,0.35,0.37,0.01,0.15,78.0,7.8,M
Call of Juarez: The Cartel,PC,2011.0,Shooter,0.05,0.05,0.0,0.01,51.0,3.3,M
Call of Juarez: The Cartel,PS3,2011.0,Shooter,0.12,0.12,0.0,0.05,45.0,5.5,M
Call of Juarez: The Cartel,X360,2011.0,Shooter,0.14,0.1,0.0,0.03,47.0,5.7,M
Calling,Wii,2009.0,Adventure,0.06,0.04,0.0,0.01,49.0,6.7,T
Calvin Tucker's Redneck Jamboree,Wii,2008.0,Misc,0.28,0.0,0.0,0.02,26.0,tbd,E10+
Camp Rock: The Final Jam,DS,2010.0,Misc,0.14,0.02,0.0,0.01,,,
Camping Mama: Outdoor Adventures,DS,2011.0,Simulation,0.12,0.05,0.0,0.02,51.0,tbd,E
Canada Hunt,Wii,2010.0,Sports,0.02,0.0,0.0,0.0,,tbd,T
Candace Kane's Candy Factory,Wii,2008.0,Action,0.14,0.0,0.0,0.01,,tbd,E
Candace Kane's Candy Factory,DS,2008.0,Action,0.04,0.0,0.0,0.0,,tbd,E
CandyLand / Chutes & Ladders / Memory,GBA,2005.0,Misc,0.15,0.05,0.0,0.0,,,
Canvas 2,PS2,2006.0,Adventure,0.0,0.0,0.02,0.0,,,
Capcom Classics Collection,PS2,2005.0,Misc,0.22,0.17,0.05,0.06,78.0,8.4,T
Capcom Classics Collection,XB,2005.0,Misc,0.11,0.03,0.0,0.01,81.0,tbd,T
Capcom Classics Collection Reloaded,PSP,2006.0,Misc,0.26,0.0,0.03,0.03,75.0,tbd,T
Capcom Classics Collection Remixed,PSP,2006.0,Misc,0.27,0.0,0.0,0.02,72.0,7,T
Capcom Digital Collection,X360,2012.0,Action,0.02,0.01,0.0,0.0,65.0,5.3,T
Capcom Fighting Evolution,PS2,2004.0,Fighting,0.1,0.08,0.0,0.03,57.0,4.8,T
Capcom Fighting Evolution,XB,2005.0,Fighting,0.03,0.01,0.0,0.0,61.0,tbd,T
Capcom vs. SNK,DC,2000.0,Fighting,0.0,0.0,0.22,0.0,80.0,9,T
Capcom vs. SNK 2 EO,XB,2003.0,Fighting,0.08,0.02,0.0,0.0,80.0,8.7,T
Capcom vs. SNK 2 EO,GC,2002.0,Fighting,0.09,0.02,0.0,0.0,68.0,8.9,T
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001.0,Fighting,0.22,0.17,0.3,0.06,81.0,7.9,T
Capcom vs. SNK 2: Millionaire Fighting 2001,DC,2001.0,Fighting,0.0,0.0,0.12,0.0,,,
Capcom vs. SNK: Millennium Fight 2000 Pro,DC,2001.0,Fighting,0.0,0.0,0.05,0.0,,,
Capcom's Soccer Shootout,SNES,1993.0,Sports,0.0,0.0,0.8,0.0,,,
Captain America: Super Soldier,3DS,2011.0,Action,0.05,0.02,0.0,0.01,51.0,5,T
Captain America: Super Soldier,Wii,,Action,0.05,0.0,0.0,0.0,57.0,6,T
Captain America: Super Soldier,PS3,2011.0,Action,0.1,0.06,0.0,0.03,61.0,7.3,T
Captain America: Super Soldier,X360,2011.0,Action,0.11,0.05,0.0,0.01,60.0,6.4,T
Captain America: Super Soldier,DS,,Action,0.05,0.0,0.0,0.0,,,
